GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
144360	6.70e-43	8.44e-45	0.249	14.043544	3.492931	604.62	LINC00477	long intergenic non-protein coding RNA 477
54491	7.46e-43	9.43e-45	0.219	-14.035665	-3.075011	2164.18	OTULINL	OTU deubiquitinase with linear linkage specificity like
223082	7.79e-43	9.88e-45	0.209	14.032334	2.9280193	5890.09	ZNRF2	zinc and ring finger 2
51385	1.06e-42	1.35e-44	0.251	-14.010048	-3.5170642	775.06	ZNF589	zinc finger protein 589
54941	1.28e-42	1.63e-44	0.346	-13.996755	-4.8467777	646.99	RNF125	ring finger protein 125
7464	1.31e-42	1.68e-44	0.313	-13.994679	-4.375461	1859.33	CORO2A	coronin 2A
8638	1.36e-42	1.75e-44	0.419	13.991876	5.8635133	23410.41	OASL	2'-5'-oligoadenylate synthetase like
55337	1.42e-42	1.83e-44	0.201	13.988456	2.8100319	7711.13	SHFL	shiftless antiviral inhibitor of ribosomal frameshifting
107985080	2.75e-42	3.58e-44	0.691	13.940864	9.6398695	577.7	LOC107985080	uncharacterized LOC107985080
373856	3.84e-42	5.01e-44	0.33	13.916744	4.5962497	1021.45	USP41	ubiquitin specific peptidase 41
5971	4.73e-42	6.19e-44	0.291	13.901639	4.050794	5929.26	RELB	RELB proto-oncogene, NF-kB subunit
79690	4.76e-42	6.26e-44	0.35	-13.900883	-4.8608888	314.53	GAL3ST4	galactose-3-O-sulfotransferase 4
9242	6.82e-42	9.00e-44	0.311	13.874835	4.3186672	18055.06	MSC	musculin
3726	8.05e-42	1.07e-43	0.206	13.862608	2.8505321	14954.36	JUNB	JunB proto-oncogene, AP-1 transcription factor subunit
3672	8.42e-42	1.12e-43	0.269	13.859121	3.7313189	6158.8	ITGA1	integrin subunit alpha 1
54464	8.66e-42	1.16e-43	0.308	13.856836	4.2629168	25005.93	XRN1	5'-3' exoribonuclease 1
57169	9.05e-42	1.21e-43	0.279	13.853391	3.8689139	37984.29	ZNFX1	zinc finger NFX1-type containing 1
8548	1.03e-41	1.39e-43	0.214	13.843759	2.9629832	7830.21	BLZF1	basic leucine zipper nuclear factor 1
1326	1.42e-41	1.92e-43	0.299	13.820565	4.1307802	4552.29	MAP3K8	mitogen-activated protein kinase kinase kinase 8
148252	1.91e-41	2.58e-43	0.278	-13.798982	-3.8414029	1494.79	DIRAS1	DIRAS family GTPase 1
107075116	2.38e-41	3.24e-43	0.413	13.78272	5.6946198	619.76	MIR3142HG	MIR3142 host gene
8578	4.23e-41	5.78e-43	0.285	13.740871	3.9212817	1196.43	SCARF1	scavenger receptor class F member 1
11040	4.29e-41	5.89e-43	0.294	13.739529	4.039426	6420.55	PIM2	Pim-2 proto-oncogene, serine/threonine kinase
1439	6.84e-41	9.42e-43	0.287	13.705468	3.9316028	25906.24	CSF2RB	colony stimulating factor 2 receptor subunit beta
3371	9.31e-41	1.29e-42	0.482	13.682822	6.5967339	791.12	TNC	tenascin C
7782	1.26e-40	1.74e-42	0.338	13.660656	4.6221146	1646.89	SLC30A4	solute carrier family 30 member 4
55802	1.51e-40	2.10e-42	0.237	13.646955	3.2288824	13502.68	DCP1A	decapping mRNA 1A
9589	1.53e-40	2.14e-42	0.278	13.645779	3.7964703	43434.9	WTAP	WT1 associated protein
8743	1.56e-40	2.19e-42	0.517	13.644004	7.0545419	29985.71	TNFSF10	TNF superfamily member 10
55362	1.69e-40	2.37e-42	0.174	13.638191	2.3725923	8829.82	TMEM63B	transmembrane protein 63B
105371461	1.79e-40	2.52e-42	0.399	13.633763	5.4408775	271.26	LOC105371461	replaced by ID 9447
10865	3.22e-40	4.56e-42	0.242	13.590442	3.283652	4952.41	ARID5A	AT-rich interaction domain 5A
105372935	3.61e-40	5.13e-42	0.389	13.581815	5.2900175	741.02	FAM247A	family with sequence similarity 247 member A
26191	3.91e-40	5.58e-42	0.455	-13.575736	-6.180337	646.7	PTPN22	protein tyrosine phosphatase non-receptor type 22
105747689	4.99e-40	7.14e-42	0.366	13.557608	4.9653348	1811.22	NABP1-OT1	replaced by ID 64859
107987044	9.65e-40	1.39e-41	0.476	13.50885	6.4324472	176.82	LOC107987044	
11177	9.89e-40	1.43e-41	0.215	13.506756	2.8995622	28441.97	BAZ1A	bromodomain adjacent to zinc finger domain 1A
5079	1.07e-39	1.55e-41	0.476	13.500804	6.4236646	3272.86	PAX5	paired box 5
83953	1.21e-39	1.75e-41	0.494	13.491575	6.670178	4882.16	FCAMR	Fc alpha and mu receptor
100132891	1.25e-39	1.82e-41	0.197	13.48894	2.6518975	6264.61	MSC-AS1	MSC antisense RNA 1
107986065	1.47e-39	2.15e-41	0.438	13.476658	5.9027323	158.56	LOC107986065	uncharacterized LOC107986065
105379695	1.65e-39	2.43e-41	0.345	13.467606	4.6518836	2223.72	IER3-AS1	IER3 antisense RNA 1
58472	2.28e-39	3.36e-41	0.191	13.443522	2.5647261	27779.5	SQOR	sulfide quinone oxidoreductase
5966	2.34e-39	3.46e-41	0.282	13.441369	3.7970251	18074.96	REL	REL proto-oncogene, NF-kB subunit
643866	2.80e-39	4.15e-41	0.266	13.42787	3.5734287	1000.45	CBLN3	cerebellin 3 precursor
644	3.34e-39	4.97e-41	0.281	13.414525	3.7698648	8292.9	BLVRA	biliverdin reductase A
6385	3.74e-39	5.59e-41	0.271	13.405869	3.626715	13337.92	SDC4	syndecan 4
6324	3.99e-39	5.98e-41	0.423	13.400843	5.6682406	436.88	SCN1B	sodium voltage-gated channel beta subunit 1
84934	5.16e-39	7.76e-41	0.225	-13.381423	-3.0050016	1031.48	RITA1	RBPJ interacting and tubulin associated 1
64135	6.37e-39	9.60e-41	0.349	13.365615	4.6597573	42754.29	IFIH1	interferon induced with helicase C domain 1
4616	6.70e-39	1.01e-40	0.285	13.361602	3.812792	4163.19	GADD45B	growth arrest and DNA damage inducible beta
89846	7.43e-39	1.13e-40	0.219	-13.353564	-2.9205385	1228.12	FGD3	FYVE, RhoGEF and PH domain containing 3
7403	7.99e-39	1.22e-40	0.573	13.347924	7.6522255	322.72	KDM6A	lysine demethylase 6A
93663	1.01e-38	1.54e-40	0.242	-13.330354	-3.2274586	7076.45	ARHGAP18	Rho GTPase activating protein 18
6354	1.19e-38	1.83e-40	0.512	13.317509	6.8226765	1729.93	CCL7	C-C motif chemokine ligand 7
124540	1.25e-38	1.92e-40	0.197	-13.313961	-2.6260566	1202.07	MSI2	musashi RNA binding protein 2
5366	1.28e-38	1.98e-40	0.282	13.311806	3.760016	4885.55	PMAIP1	phorbol-12-myristate-13-acetate-induced protein 1
5806	2.90e-38	4.50e-40	0.503	13.250253	6.6603807	9522.04	PTX3	pentraxin 3
4582	4.16e-38	6.49e-40	0.343	13.222744	4.5393109	2915.92	MUC1	mucin 1, cell surface associated
105378020	4.16e-38	6.49e-40	0.602	13.222638	7.9629079	362.89	LINC02528	long intergenic non-protein coding RNA 2528
5155	6.11e-38	9.55e-40	0.553	13.193592	7.29268	273.74	PDGFB	platelet derived growth factor subunit B
333929	9.22e-38	1.45e-39	0.312	-13.162226	-4.1071224	427.63	SNAI3	snail family transcriptional repressor 3
3613	1.13e-37	1.79e-39	0.279	-13.146299	-3.6701849	541.84	IMPA2	inositol monophosphatase 2
837	1.42e-37	2.24e-39	0.218	13.129347	2.86054	12120.31	CASP4	caspase 4
3117	1.47e-37	2.33e-39	0.492	13.126065	6.4601012	555.67	HLA-DQA1	major histocompatibility complex, class II, DQ alpha 1
430	1.75e-37	2.78e-39	0.377	13.112746	4.9440734	276.64	ASCL2	achaete-scute family bHLH transcription factor 2
1844	1.79e-37	2.86e-39	0.373	13.110733	4.8965457	692.08	DUSP2	dual specificity phosphatase 2
6776	2.26e-37	3.62e-39	0.237	13.092772	3.1072122	11137.09	STAT5A	signal transducer and activator of transcription 5A
80045	2.80e-37	4.50e-39	0.368	13.076299	4.8075534	7941.3	GPR157	G protein-coupled receptor 157
27197	2.80e-37	4.50e-39	0.506	-13.076193	-6.6187981	605.72	GPR82	G protein-coupled receptor 82
64859	3.06e-37	4.94e-39	0.335	13.069161	4.384378	26979.8	NABP1	nucleic acid binding protein 1
54149	3.10e-37	5.03e-39	0.257	13.067858	3.357742	3869.16	C21orf91	chromosome 21 open reading frame 91
51056	3.68e-37	5.98e-39	0.254	13.054612	3.3133572	47751.72	LAP3	leucine aminopeptidase 3
4036	3.79e-37	6.18e-39	0.513	13.052091	6.6899743	180.77	LRP2	LDL receptor related protein 2
9605	4.12e-37	6.75e-39	0.246	13.045455	3.20585	3325.79	VPS9D1	VPS9 domain containing 1
101929800	4.33e-37	7.10e-39	0.564	13.041528	7.3590515	286.84	LOC101929800	uncharacterized LOC101929800
55744	9.10e-37	1.50e-38	0.193	12.984533	2.5116991	5093.79	COA1	cytochrome c oxidase assembly factor 1
80339	1.18e-36	1.94e-38	0.34	-12.964524	-4.4054607	1067.87	PNPLA3	patatin like phospholipase domain containing 3
105377347	1.28e-36	2.13e-38	0.407	12.957647	5.2742634	333.35	LOC105377347	uncharacterized LOC105377347
3433	1.60e-36	2.67e-38	0.45	12.940279	5.8264736	40728.4	IFIT2	interferon induced protein with tetratricopeptide repeats 2
329	1.63e-36	2.72e-38	0.184	12.938664	2.3758945	7301.98	BIRC2	baculoviral IAP repeat containing 2
688	1.69e-36	2.82e-38	0.369	12.936036	4.7687757	1109.66	KLF5	KLF transcription factor 5
23258	2.24e-36	3.76e-38	0.243	12.913768	3.1320258	9030.83	DENND5A	DENN domain containing 5A
11252	2.69e-36	4.53e-38	0.218	-12.899486	-2.8080208	9067.23	PACSIN2	protein kinase C and casein kinase substrate in neurons 2
8843	2.74e-36	4.63e-38	0.566	12.897894	7.2940714	296.94	HCAR3	hydroxycarboxylic acid receptor 3
91543	3.10e-36	5.25e-38	0.495	12.888087	6.3765403	67939.08	RSAD2	radical S-adenosyl methionine domain containing 2
2117	3.28e-36	5.57e-38	0.311	12.883534	4.0027865	22807.09	ETV3	ETS variant transcription factor 3
6926	5.03e-36	8.56e-38	0.368	12.850404	4.7278047	2312.24	TBX3	T-box transcription factor 3
2294	5.25e-36	8.97e-38	0.302	12.846766	3.8744618	762.51	FOXF1	forkhead box F1
401027	5.48e-36	9.39e-38	0.432	12.843241	5.5484913	172.42	C2orf66	chromosome 2 open reading frame 66
4651	5.57e-36	9.57e-38	0.259	12.841738	3.3296386	12667.15	MYO10	myosin X
4277	5.61e-36	9.67e-38	0.191	12.840973	2.4504038	2356.99	MICB	MHC class I polypeptide-related sequence B
105375914	7.03e-36	1.21e-37	0.897	12.823313	11.4994383	1257.41	LOC105375914	uncharacterized LOC105375914
1903	1.58e-35	2.74e-37	0.289	12.760129	3.685436	1003.25	S1PR3	sphingosine-1-phosphate receptor 3
10346	1.74e-35	3.02e-37	0.357	12.752453	4.5526147	25591.32	TRIM22	tripartite motif containing 22
29106	2.17e-35	3.79e-37	0.215	12.734794	2.7326328	483.59	SCG3	secretogranin III
6004	3.20e-35	5.59e-37	0.247	12.70438	3.137203	14306.54	RGS16	regulator of G protein signaling 16
27071	3.40e-35	5.97e-37	0.251	12.699278	3.1898123	8161.93	DAPP1	dual adaptor of phosphotyrosine and 3-phosphoinositides 1
4792	3.95e-35	6.95e-37	0.394	12.687403	5.0011658	51760.2	NFKBIA	NFKB inhibitor alpha
7706	4.22e-35	7.43e-37	0.232	12.682072	2.9439932	31632.11	TRIM25	tripartite motif containing 25
113451	4.37e-35	7.73e-37	0.261	12.679	3.3097391	291.52	AZIN2	antizyme inhibitor 2
51131	5.94e-35	1.05e-36	0.233	12.654768	2.9438227	3102.32	PHF11	PHD finger protein 11
6899	6.87e-35	1.22e-36	0.244	12.643091	3.0851902	492.78	TBX1	T-box transcription factor 1
4067	7.93e-35	1.41e-36	0.219	12.631548	2.7629193	57091.95	LYN	LYN proto-oncogene, Src family tyrosine kinase
9185	8.77e-35	1.57e-36	0.341	-12.623441	-4.309889	552.56	REPS2	RALBP1 associated Eps domain containing 2
1435	1.02e-34	1.83e-36	0.347	12.611363	4.3747299	3365.36	CSF1	colony stimulating factor 1
91653	1.36e-34	2.45e-36	0.308	12.588381	3.8716381	230.61	BOC	BOC cell adhesion associated, oncogene regulated
80054	1.56e-34	2.81e-36	0.389	-12.5775	-4.8982919	213.58	CEBPA-DT	CEBPA divergent transcript
134285	1.69e-34	3.05e-36	0.399	12.57092	5.0208259	587.61	TMEM171	transmembrane protein 171
129607	1.74e-34	3.17e-36	0.388	12.568022	4.8719493	16719.44	CMPK2	cytidine/uridine monophosphate kinase 2
5817	1.77e-34	3.22e-36	0.282	12.566576	3.5387764	9534.08	PVR	PVR cell adhesion molecule
116071	1.82e-34	3.32e-36	0.362	12.564228	4.5518844	4125.29	BATF2	basic leucine zipper ATF-like transcription factor 2
9766	2.45e-34	4.47e-36	0.187	12.540634	2.34644	13842.57	SUSD6	sushi domain containing 6
339241	2.79e-34	5.12e-36	0.262	-12.529873	-3.2841761	1301.8	KRT17P2	keratin 17 pseudogene 2
1295	3.03e-34	5.58e-36	0.559	12.523179	7.0032386	187.05	COL8A1	collagen type VIII alpha 1 chain
64757	3.18e-34	5.86e-36	0.274	-12.519178	-3.4329913	274.89	MTARC1	mitochondrial amidoxime reducing component 1
1906	3.66e-34	6.78e-36	0.361	12.50768	4.5184418	290.42	EDN1	endothelin 1
140	3.82e-34	7.09e-36	0.434	-12.504102	-5.4295895	436.15	ADORA3	adenosine A3 receptor
105373254	4.21e-34	7.84e-36	0.378	12.496107	4.7211213	257.96	LOC105373254	uncharacterized LOC105373254
4615	4.56e-34	8.50e-36	0.177	12.489631	2.2073641	11657.98	MYD88	MYD88 innate immune signal transduction adaptor
100506736	4.57e-34	8.54e-36	0.261	12.489286	3.2583236	219.84	SLFN12L	schlafen family member 12 like
4502	4.76e-34	8.93e-36	0.521	12.485722	6.5078795	7280	MT2A	metallothionein 2A
50486	4.82e-34	9.06e-36	0.262	12.484618	3.266984	5569.53	G0S2	G0/G1 switch 2
169355	4.91e-34	9.26e-36	0.899	12.48288	11.2230367	1038.01	IDO2	indoleamine 2,3-dioxygenase 2
375449	5.37e-34	1.02e-35	0.357	12.475552	4.4535269	3212.88	MAST4	microtubule associated serine/threonine kinase family member 4
221830	5.53e-34	1.05e-35	0.2	12.473034	2.4977436	3488.25	POLR1F	RNA polymerase I subunit F
814	6.74e-34	1.28e-35	0.234	12.456997	2.9089667	3067.05	CAMK4	calcium/calmodulin dependent protein kinase IV
7324	8.53e-34	1.63e-35	0.183	12.437935	2.2717723	8595.6	UBE2E1	ubiquitin conjugating enzyme E2 E1
8542	1.39e-33	2.66e-35	0.344	12.398535	4.2615523	19494.83	APOL1	apolipoprotein L1
3660	2.12e-33	4.06e-35	0.194	12.364734	2.4047166	7931.86	IRF2	interferon regulatory factor 2
3665	2.23e-33	4.28e-35	0.321	12.360328	3.9697364	8957.77	IRF7	interferon regulatory factor 7
57172	2.39e-33	4.60e-35	0.608	12.354584	7.5140578	185.89	CAMK1G	calcium/calmodulin dependent protein kinase IG
105375077	2.65e-33	5.12e-35	0.568	12.345944	7.0160913	944.88	RUNX2-AS1	RUNX2 antisense RNA 1
9699	2.98e-33	5.77e-35	0.315	12.336399	3.8850519	507.34	RIMS2	regulating synaptic membrane exocytosis 2
10272	3.01e-33	5.85e-35	0.218	12.335235	2.6882415	974.59	FSTL3	follistatin like 3
222161	3.18e-33	6.19e-35	0.241	12.330722	2.9754907	1826.81	DKFZP586I1420	uncharacterized protein DKFZp586I1420
51365	3.34e-33	6.53e-35	0.726	12.326429	8.9482648	501.26	PLA1A	phospholipase A1 member A
112268124	3.64e-33	7.12e-35	0.21	12.319462	2.5925873	1189.11	BAZ1A-AS1	BAZ1A antisense RNA 1
254228	3.83e-33	7.52e-35	0.488	12.315058	6.0155833	389.3	CALHM5	calcium homeostasis modulator family member 5
3718	4.04e-33	7.94e-35	0.335	12.310616	4.126373	358.89	JAK3	Janus kinase 3
57801	6.89e-33	1.36e-34	0.466	12.267181	5.718989	699.54	HES4	hes family bHLH transcription factor 4
4064	1.26e-32	2.48e-34	0.35	-12.218223	-4.2823139	2333.27	CD180	CD180 molecule
10384	1.43e-32	2.84e-34	0.217	12.207312	2.650959	2667.18	BTN3A3	butyrophilin subfamily 3 member A3
3604	1.46e-32	2.90e-34	0.42	12.205621	5.129659	14988.85	TNFRSF9	TNF receptor superfamily member 9
146212	1.63e-32	3.24e-34	0.423	12.196652	5.1576448	127.46	KCTD19	potassium channel tetramerization domain containing 19
105377182	1.63e-32	3.26e-34	0.435	12.196098	5.3040068	383.06	FAM247C	family with sequence similarity 247 member C
100505474	1.79e-32	3.58e-34	0.824	12.188375	10.0411738	610.62	LINC01539	long intergenic non-protein coding RNA 1539
101927393	2.13e-32	4.27e-34	0.211	-12.174123	-2.5696207	876.11	LOC101927393	uncharacterized LOC101927393
23586	2.64e-32	5.32e-34	0.418	12.156172	5.0850702	28945.12	RIGI	RNA sensor RIG-I
92797	2.80e-32	5.65e-34	0.342	12.151195	4.1513413	1978.81	HELB	DNA helicase B
2321	2.91e-32	5.89e-34	0.329	12.147816	3.9971977	381.97	FLT1	fms related receptor tyrosine kinase 1
3669	3.75e-32	7.61e-34	0.58	12.126886	7.0377968	16111.43	ISG20	interferon stimulated exonuclease gene 20
3700	4.01e-32	8.16e-34	0.242	12.121152	2.9304893	1479.78	ITIH4	inter-alpha-trypsin inhibitor heavy chain 4
100507419	4.78e-32	9.74e-34	0.341	12.106627	4.1254204	1248.18	MMP25-AS1	MMP25 antisense RNA 1
105370683	5.07e-32	1.04e-33	0.452	12.101569	5.4645231	175.88	LINC00677	long intergenic non-protein coding RNA 677
6714	5.26e-32	1.08e-33	0.357	12.098317	4.3135444	12589.71	SRC	SRC proto-oncogene, non-receptor tyrosine kinase
100506516	6.05e-32	1.24e-33	0.304	12.086665	3.6758427	412.81	LINC01176	long intergenic non-protein coding RNA 1176
3902	7.67e-32	1.58e-33	0.306	12.066952	3.6900736	462.29	LAG3	lymphocyte activating 3
219333	8.91e-32	1.84e-33	0.254	12.054365	3.0627681	12286.74	USP12	ubiquitin specific peptidase 12
79754	9.15e-32	1.89e-33	0.269	-12.051971	-3.2474029	392.68	ASB13	ankyrin repeat and SOCS box containing 13
6096	1.13e-31	2.35e-33	0.446	12.034288	5.3627068	884.55	RORB	RAR related orphan receptor B
5771	1.16e-31	2.41e-33	0.246	12.032162	2.9645359	6638.93	PTPN2	protein tyrosine phosphatase non-receptor type 2
100507642	1.55e-31	3.22e-33	0.401	-12.008037	-4.8182605	221.69	LINC03014	long intergenic non-protein coding RNA 3014
7474	2.04e-31	4.26e-33	0.486	11.984946	5.8271762	597.76	WNT5A	Wnt family member 5A
222255	2.24e-31	4.69e-33	0.207	11.976946	2.4794872	2289.82	ATXN7L1	ataxin 7 like 1
170954	2.45e-31	5.16e-33	0.171	11.969148	2.0428916	12499.87	PPP1R18	protein phosphatase 1 regulatory subunit 18
140876	2.45e-31	5.15e-33	0.322	11.969258	3.8530146	203.28	RIPOR3	RIPOR family member 3
257019	2.46e-31	5.18e-33	0.351	11.968724	4.2038094	639.16	FRMD3	FERM domain containing 3
55521	3.23e-31	6.84e-33	0.198	11.945723	2.3628846	1801.55	TRIM36	tripartite motif containing 36
11309	3.24e-31	6.87e-33	0.323	-11.94534	-3.8551929	3436.24	SLCO2B1	solute carrier organic anion transporter family member 2B1
55601	3.52e-31	7.48e-33	0.268	11.938231	3.202596	14500.99	DDX60	DExD/H-box helicase 60
128178	3.84e-31	8.20e-33	0.368	11.930561	4.3958948	775.12	EDARADD	EDAR associated death domain
85027	3.84e-31	8.20e-33	0.222	11.930545	2.6473181	7402.98	SMIM3	small integral membrane protein 3
85363	4.12e-31	8.83e-33	0.257	11.92442	3.0627013	5186.59	TRIM5	tripartite motif containing 5
56971	4.39e-31	9.41e-33	0.292	11.919127	3.4758378	666.86	CEACAM19	CEA cell adhesion molecule 19
8820	5.17e-31	1.11e-32	0.418	11.905229	4.974535	2285.59	HESX1	HESX homeobox 1
105370572	5.48e-31	1.18e-32	0.662	11.900212	7.8772116	204.65	LOC105370572	uncharacterized LOC105370572
4049	6.84e-31	1.48e-32	0.343	11.88149	4.0708858	469.42	LTA	lymphotoxin alpha
23034	7.09e-31	1.54e-32	0.44	11.878269	5.2300721	3438.97	SAMD4A	sterile alpha motif domain containing 4A
2744	7.20e-31	1.56e-32	0.206	11.876769	2.4458146	12545.27	GLS	glutaminase
154796	8.37e-31	1.82e-32	0.3	11.863968	3.5620571	355.94	AMOT	angiomotin
9435	1.19e-30	2.59e-32	0.321	11.834433	3.8016519	3805.27	CHST2	carbohydrate sulfotransferase 2
2878	1.30e-30	2.85e-32	0.444	11.826534	5.2545319	252.92	GPX3	glutathione peroxidase 3
105371912	1.31e-30	2.86e-32	0.579	11.826101	6.8432189	550.54	LOC105371912	uncharacterized LOC105371912
9235	1.41e-30	3.09e-32	0.581	11.819632	6.8647034	13199.83	IL32	interleukin 32
113277	1.60e-30	3.52e-32	0.211	11.808574	2.4861278	15807.83	TMEM106A	transmembrane protein 106A
84102	1.65e-30	3.64e-32	0.306	11.805774	3.6068896	3256.67	SLC41A2	solute carrier family 41 member 2
101927730	2.02e-30	4.46e-32	0.674	11.788728	7.9402467	213.93	SERPINB9-AS1	SERPINB9 antisense RNA 1
115004	2.18e-30	4.82e-32	0.254	11.78216	2.9889283	9838.96	CGAS	cyclic GMP-AMP synthase
5819	2.45e-30	5.44e-32	0.326	11.772019	3.8381476	26155.2	NECTIN2	nectin cell adhesion molecule 2
102724907	2.66e-30	5.92e-32	0.286	11.76496	3.3678256	648.42	CYLD-AS1	CYLD antisense RNA 1
25945	3.08e-30	6.88e-32	0.296	11.752217	3.4753836	941.52	NECTIN3	nectin cell adhesion molecule 3
23099	3.22e-30	7.20e-32	0.176	11.748353	2.0634973	5595.72	ZBTB43	zinc finger and BTB domain containing 43
4824	3.48e-30	7.80e-32	0.461	11.741629	5.4127469	424.62	NKX3-1	NK3 homeobox 1
100130476	3.66e-30	8.22e-32	0.358	11.737152	4.2036695	148.94	WAKMAR2	wound and keratinocyte migration associated lncRNA 2
9958	3.67e-30	8.28e-32	0.2	11.736587	2.3414556	11577.2	USP15	ubiquitin specific peptidase 15
3927	4.28e-30	9.67e-32	0.194	-11.723409	-2.2767223	28092.33	LASP1	LIM and SH3 protein 1
338442	4.29e-30	9.72e-32	0.637	11.723005	7.4669108	309.07	HCAR2	hydroxycarboxylic acid receptor 2
9762	4.50e-30	1.02e-31	0.257	11.718787	3.006506	327.11	LZTS3	leucine zipper tumor suppressor family member 3
84441	5.02e-30	1.14e-31	0.22	11.7094	2.5793585	5709.88	MAML2	mastermind like transcriptional coactivator 2
57088	5.39e-30	1.23e-31	0.419	11.703216	4.904928	917.46	PLSCR4	phospholipid scramblase 4
2729	5.55e-30	1.27e-31	0.256	-11.7005	-2.9983988	12530.46	GCLC	glutamate-cysteine ligase catalytic subunit
604	6.45e-30	1.48e-31	0.279	11.687541	3.2550285	8053.44	BCL6	BCL6 transcription repressor
8418	7.27e-30	1.67e-31	0.405	11.677195	4.7323831	499.19	CMAHP	cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene
10636	7.87e-30	1.81e-31	0.32	-11.670206	-3.7340727	666.78	RGS14	regulator of G protein signaling 14
10057	8.10e-30	1.87e-31	0.219	-11.667565	-2.5563413	1354.44	ABCC5	ATP binding cassette subfamily C member 5
139285	8.66e-30	2.00e-31	0.293	11.66173	3.4137615	1758.73	AMER1	APC membrane recruitment protein 1
6774	9.72e-30	2.25e-31	0.187	11.651726	2.1825628	27923.56	STAT3	signal transducer and activator of transcription 3
104326052	1.14e-29	2.65e-31	0.375	11.637744	4.3650708	1189.34	NRIR	negative regulator of interferon response
10010	1.15e-29	2.68e-31	0.225	11.636903	2.6186927	10267.09	TANK	TRAF family member associated NFKB activator
5327	1.31e-29	3.05e-31	0.519	11.625792	6.0346491	1393.37	PLAT	plasminogen activator, tissue type
105374062	1.32e-29	3.08e-31	0.605	11.624805	7.0339294	230.22	LOC105374062	
3593	1.44e-29	3.36e-31	0.904	11.617485	10.50794	631.53	IL12B	interleukin 12B
5414	1.65e-29	3.87e-31	0.48	11.60546	5.5658429	809.4	SEPTIN4	septin 4
140738	1.91e-29	4.49e-31	0.503	-11.592677	-5.8323687	789.7	TMEM37	transmembrane protein 37
9353	1.96e-29	4.61e-31	0.446	11.590326	5.1699449	876.48	SLIT2	slit guidance ligand 2
6091	2.01e-29	4.74e-31	0.299	11.588097	3.4662265	12018.3	ROBO1	roundabout guidance receptor 1
100507463	2.04e-29	4.81e-31	0.379	11.586681	4.3962428	21296.15	PSMB8-AS1	PSMB8 antisense RNA 1 (head to head)
8740	2.08e-29	4.94e-31	0.337	-11.584551	-3.9060871	1285.07	TNFSF14	TNF superfamily member 14
10460	2.11e-29	5.02e-31	0.199	-11.583079	-2.3036684	2916.04	TACC3	transforming acidic coiled-coil containing protein 3
87178	2.21e-29	5.26e-31	0.313	11.579061	3.6215077	14600.36	PNPT1	polyribonucleotide nucleotidyltransferase 1
114294	2.32e-29	5.53e-31	0.193	11.5748	2.2382496	10514.24	LACTB	lactamase beta
26228	2.33e-29	5.57e-31	0.512	11.574111	5.9210396	1724.43	STAP1	signal transducing adaptor family member 1
